date,name,href,article,comments
"Tue, Apr. 07",Tesla cuts pay furloughs hourly workers until May 4,https://seekingalpha.com/news/3559190-tesla-cuts-pay-furloughs-hourly-workers-until-may-4?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:149,"In a bid to manage cost, Tesla (NASDAQ:TSLA) will furlough all hourly workers until May 4, as it expects to resume normal production at U.S. facilities on May 4.
30% pay cut for Vice Presidents and above, 20% for Directors and 10% for everyone else for all the U.S. employees, while there will be comparable reductions for non U.S. employees. Pay cuts to stay effective until the end of Q2.
Prior: Tesla letting off contract workers at US car and battery plants
Source
Now read: Some Thoughts On The Outlook For Tesla's Q2 Sales: Lower »",error
"Tue, Apr. 07",Tesla jumps to fourweek high,https://seekingalpha.com/news/3558991-tesla-jumps-to-four-week-high?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:150,"Tesla (TSLA +5.8%) trades at its highest level since Alameda County ordered the automaker's production line to shut down.
The gain in Tesla today coincides with a broad market rally on rising hopes for a lockdown end. COVID-19 cases in Alameda County were still rising this week and it's unclear when the stay-at-home orders could be lifted there.
See all stocks on the move »",error
"Tue, Apr. 07",Longer range Chinamade Model 3,https://seekingalpha.com/news/3558840-longer-range-china-made-model-3?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:151,"As early as this week, Tesla (NASDAQ:TSLA) plans to expand its lineup in China by offering a locally built Model 3 sedan with a range of more than 650 kilometers (404 miles) on one charge.
That compares with about 450 kilometers for the current most basic version that starts at 323,800 yuan ($45,800). The variant would start at about 350,000 yuan before rebates, though exact pricing has yet to be decided.
Giga Shanghai recovered from a coronavirus-related shutdown better than many in the industry, and even surpassed the capacity it had before the shutdown, reaching a weekly production of 3,000 cars.
Now read: Tesla: From Little Things, Big Things Grow »",error
"Mon, Apr. 06",Tesla 5 after Jefferies bump,https://seekingalpha.com/news/3558550-teslaplus-5-after-jefferies-bump?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:152,"Jefferies lifts Tesla (NASDAQ:TSLA) to a Buy rating from Hold on confidence in the Model Y introduction and the automaker's overall EV edge over peers.
The firm assigns a price target of $650 to Tesla to rep around 30% upside potential.
Baird also issued favorable comments this morning on Tesla. ""We do think TSLA could fare better than luxury peers, with new products/geographies driving growth, a potentially widening EV competitive advantage, and OTA updates keeping vehicles fresh,"" notes analyst Ben Kallo.
The general vibe from Wall Street over the last two weeks is that Tesla may have the ability to snap back quicker than Detroit automakers from the manufacturing shutdowns and economic downturn.
TSLA +4.63% premarket to $502.25.
See all stocks on the move »",error
"Sat, Apr. 04",Tesla letting off contract workers at US car and battery plants,https://seekingalpha.com/news/3558423-tesla-letting-off-contract-workers-us-car-and-battery-plants?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:153,"As Tesla (NASDAQ:TSLA) extends factory shutdown due to the COVID-19 pandemic, the company has requested balance staffing to end all contract assignments effective immediately.
This move will impact hundreds of contract workers at its vehicle factory in California and battery plants at Nevada.
Other contractors hired through other temp agencies were getting similar notices on Thursday and Friday.
Tesla and Balance did not immediately respond to requests for comment.
Shares -1%.
Source
Now read: Tesla's New Market Share Loss In Norway »",error
"Fri, Apr. 03",Tesla 7 as investors take the longer view,https://seekingalpha.com/news/3558273-teslaplus-7-investors-take-longer-view?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:154,"Analysts are positive on Tesla (TSLA +7.4%) after Q1 deliveries topped many of the coronavirus-adjusted estimates out there on the EV automaker.
""We believe production at 103K vehicles for the quarter despite coronavirus shutdowns bodes well for a rapid and profitable recovery for TSLA in advance of other automakers,"" writes Oppenheimer analyst Colin Rusch.
Rusch sees Tesla as positioned well to navigate through the pandemic uncertainty given its $2.3B equity raise, $6.3B cash balance at the end of 2019 and $3B in available credit lines. The firm keeps an Outperform rating in place.
Wedbush analyst Dan Ives also sees Tesla cruising along after its better-than-feared Q1 deliveries update. ""While cash burn will be heightened in the near term due to this anomalous global situation, we believe the longer-term trends remain very healthy and $20 of annual earnings power down the road is achievable and still remains the target bogey to hit over the coming years for Musk & Co.,"" he notes.
The commentary on Shanghai from Tesla was positive, but some doubters are pointing to the lack of any financial numbers in the release.
Previously: Tesla rallies after deliveries top 88K (April 2)
See all stocks on the move »",error
"Thu, Apr. 02",Tesla rallies after deliveries top 88K,https://seekingalpha.com/news/3557994-tesla-rallies-after-deliveries-top-88k?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:155,"Tesla (NASDAQ:TSLA) says it produced almost 103K vehicles and delivered approximately 88.4K vehicles to mark its best Q1 ever. The consensus analyst mark was for 79.9K deliveries after a series of recent downward revisions to account for the coronavirus impact.
The deliveries tally included 12.2K Model S/X vehicles and 76.2K Model 3/Ys.
The EV automaker says Model Y production started in January and deliveries began in March, significantly ahead of schedule.
Shares of Tesla are up 11.66% AH.
Source: Press Release
See all stocks on the move »",error
"Thu, Apr. 02",Cybertruck talk picks up,https://seekingalpha.com/news/3557912-cybertruck-talk-picks-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:156,"Tesla's (TSLA -2.4%) Cybertruck is in the spotlight this week even with the debut not expected until late next year.
An unofficial crowdsourced list posted by the Cybertruck Owners Club forum showed over 600K orders for the next-gen truck, there is also some talk on the Cybertruck being redesigned (now reported to be an April Fool's Day prank).
Either way, Wedbush's Dan Ives has a thought. ""With the Cybertruck not slated to hit the road for another few years, typical redesigns are par for the course as the engineers and designers finalize the specs,"" notes the analyst. ""Tesla will be keeping the core Mad Max design and blocky unique look, which is the focus of Tesla loyalists,"" he adds.
Tesla's share price has been on a wild ride in 2020, including a run to $968.99. Tesla is still up 12.55% YTD after the pandemic sell-off.
See all stocks on the move »",error
"Thu, Apr. 02",Chanos covers Luckin short warns on virus names,https://seekingalpha.com/news/3557907-chanos-covers-luckin-short-warns-on-virus-names?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:157,"Appearing on CNBC, Jim Chanos takes a victory lap (""avoid Chinese companies like the plague"") on Luckin Coffee (LK -73.6%), telling viewers he used today's heavy-volume plunge to cover his short. Tesla (NASDAQ:TSLA), he says, remains one of his fund's largest short positions.
He also remains short Wendy's (NASDAQ:WEN), Dunkin (NASDAQ:DNKN), and QSR (NYSE:QSR).
As for where he's seeing some excess now, Chanos warns on ""virus"" stocks - think names like Clorox (NYSE:CLX), Zoom (NASDAQ:ZM), and Peloton (NASDAQ:PTON).
He's also not a fan of the ""gig"" companies like Uber (NYSE:UBER), noting ""you and I"" are paying for their unemployed drivers, but the firms never paid into unemployment as the drivers were kept on as independent contractors.
Now read: Retirement: It's Time To Change How You View Wealth »",error
"Wed, Apr. 01",Tesla seen riding out pandemic,https://seekingalpha.com/news/3557391-tesla-seen-riding-out-pandemic?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:158,"Bernstein thinks Tesla (TSLA -6.0%) has enough cash to survive the impact of the pandemic.
Unsurprisingly, analyst Toni Sacconaghi forecasts Tesla will miss unit sales goal this year and sees revenue dropping as much as 20%, but the overall assessment isn't dire.
""The company’s pain is likely to extend through the second and third quarters as the economic weakness wrought by the coronavirus pandemic could dwarf anything seen during the Great Recession,"" he warns.
""On the brighter side, Tesla's cash balance is likely to hit its lowest point of around $6.6 billion in the second quarter, and Tesla only has about $100 million of debt due this year, and is facing a $1.4 billion convertible bonds in March 2021.""
Tesla is due to report on Q1 deliveries at any moment.
Now read: Temperature checks at Home Depot »",error
"Mon, Mar. 30",Tesla deliveries estimates to be dialed down,https://seekingalpha.com/news/3556581-tesla-deliveries-estimates-to-be-dialed-down?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:159,"Wedbush Securities analyst Dan Ives thinks Tesla (NASDAQ:TSLA) will report 82K deliveries for Q1, comprised of 14K Model S/X units and 68M Model 3 units.
Ives notes that the consensus expectation for 97.3K deliveries during the quarter is artificially high, with many sell-side firms yet to adjust their projections to the impact of the coronavirus outbreak in China, Europe and the U.S. The early Q2 deliveries projections are also just as stale.
Tesla typically issues its quarterly deliveries report during the first few days of the new quarter (April 1-April 3).
Looking further ahead, Tesla now appears extremely unlikely to hit the +500K unit delivery threshold for the full year with the Fremont factory shut down for at least a month. ""While cash burn will be heightened in the near term due to this anomalous global situation, we believe the longer-term trends remain very healthy and $20 of annual earnings power down the road is achievable and still remains the target bogey to hit over the coming years for Musk & Co.,"" writes Ives on the road ahead for Tesla.
Wedbush has a Neutral rating on Tesla and a price target of $425.
Now read: Tesla: End Of Q1 Setup »",error
"Fri, Mar. 27",Tesla to cut staff by 75 at Gigafactory 1,https://seekingalpha.com/news/3555740-tesla-to-cut-staff-75-gigafactory-1?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:160,"Tesla (NASDAQ:TSLA) plans to slash on-site staff at its Nevada battery plant by around 75% after battery partner Panasonic (OTCPK:PCRFF) said it would scale down operations due to the coronavirus pandemic.
The facility produces electric motors and battery packs for Model 3 sedans.
Tesla said last week it would temporarily suspend production at its EV factory in the San Francisco Bay Area, as well as at its New York solar roof tile factory (where it's beginning ventilator production).
Now read: Techtronic Industries: Revenue Concentration In North America Is Key Uncertainty »",error
"Thu, Mar. 26",Tesla to start delivering ventilators to NY hospitals tonight,https://seekingalpha.com/news/3555683-tesla-to-start-delivering-ventilators-to-ny-hospitals-tonight?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:161,"Even though Tesla (NASDAQ:TSLA) is working broadly with Medtronic (NYSE:MDT) on producing ventilators, pressing needs in New York have prompted the company to start immediate deliveries there of ventilators made by other manufacturers, according to Elon Musk.
The ventilator deliveries to New York hospitals will start tonight.
Now read: Tesla: A Bear Turns More Positive »",error
"Thu, Mar. 26",Tesla informs employees about positive coronavirus cases,https://seekingalpha.com/news/3555540-tesla-informs-employees-positive-coronavirus-cases?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:162,"Two Tesla (TSLA -0.11%) employees have tested positive for COVID-19, according to an e-mail sent to employees.
The employees have been working from home for almost two weeks and did not show symptoms the last time they were in the office.
The report didn't indicate at which Tesla site the employees worked.
Now read: Hybrid Renewable Systems With Storage Makes For Revolution »",error
"Thu, Mar. 26",Giga New York to reopen for ventilator production,https://seekingalpha.com/news/3555317-giga-new-york-to-reopen-for-ventilator-production?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:163,"Tesla (NASDAQ:TSLA) is reopening its solar panel factory in Buffalo, New York ""as soon as humanly possible"" to produce ventilators that are in short supply due to the coronavirus pandemic.
Medtronic (NYSE:MDT) is partnering with the EV maker on the project, adding that ""open sourcing"" one of its lower end ventilators can be an intermediary step in critical care.
According to the NYT, there are about 160,000 ventilators in the U.S. and another 12,700 in the National Strategic Supply.
Now read: Medtronic's Patent Challenge, And Other News: The Good, Bad And Ugly Of Biopharma »",error
"Tue, Mar. 24",Tesla shakes off bear call,https://seekingalpha.com/news/3554621-tesla-shakes-off-bear-call?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:164,"UBS lifts Tesla (NASDAQ:TSLA) to a Neutral rating from Sell on its view that the automaker can lean on solid backlog for the Model Y and Model 3 in China.
The firm also thinks Tesla could raise equity at a lower cost than other automakers during an industry downturn and should be able to defend its technology leadership.
UBS assigns a price target of $420 to Tesla. The average sell-side PT on Tesla is still all the way up at $527.07 and the 52-week/all-time high is $968.99.
Shares of Tesla are up 6.38% premarket to $462.00 on a strong early start for the market overall.
See all stocks on the move »",error
"Tue, Mar. 24",Tesla nabs ventilators from China in COVID19 fight,https://seekingalpha.com/news/3554589-tesla-nabs-ventilators-from-china-in-covidminus-19-fight?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:165,"Tesla (NASDAQ:TSLA) says it bought 1,255 hospital ventilators in China and shipped them to the U.S.
Elon Musk says China had an oversupply of the FDA-approved ResMed, Philips & Medtronic ventilators that the company shipped by air to Los Angeles to help treat COVID-19 patients.
Shares of Tesla are up 6.37% premarket to $461.58.
See all stocks on the move »",error
"Mon, Mar. 23",Steep drop in US auto sales forecast for full year,https://seekingalpha.com/news/3554244-steep-drop-in-u-s-auto-sales-forecast-for-full-year?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:166,"TrueCar subsidiary ALS issues three different forecasts for 2020 U.S. auto sales based on how the pandemic and economic impact play out.
An optimistic forecast of 15.3M annual unit sales factors in movement restrictions lifted on May 1 and a stimulus packages deployed with a positive impact
A mixed forecast assumes multiple social distancing periods limit out-of-home activity, stimulus packages deployed and having a positive impact - as well as supply chain disruption due to production stoppages.
A cautious forecast for 11.2M sales factors in ongoing social distancing and limited out-of-home activity through summer, a prolonged economic downturn, limited success of stimulus packages and increased unemployment throughout 2020.
All three forecasts assume U.S. discretionary spending will be under pressure and overall road mileage will be down as travel is restricted.
Domestic light-duty vehicle sales totaled almost 17.1M vehicles last year.
Sector watch: Ford (F -3.6%), General Motors (GM -0.9%), Toyota (TM -4.9%), Nissan (OTCPK:NSANY N/A), Fiat Chrysler Automobiles (FCAU +0.2%), Honda (HMC -4.8%), Daimler (OTCPK:DDAIF), BMW (OTCPK:BMWYY), Tesla (TSLA -1.2%), Volkswagen (OTCPK:VWAGY), Visteon (VC +2.9%), Adient (ADNT +7.2%), Delphi Technologies (DLPH +1.8%), Veoneer (VNE -2.8%), Lear (LEA +2.4%), Tenneco (TEN +8.9%), Dana (DAN -1.3%) and Goodyear Tire & Rubber (GT -2.3%)
Related ETF: CARZ
Now read: Why We Downgraded Tesla And How We Get Back In »",error
"Mon, Mar. 23",Automakers get green light for ventilators,https://seekingalpha.com/news/3554065-automakers-get-green-light-for-ventilators?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:167,"""Ford (NYSE:F), General Motors (NYSE:GM) and Tesla (NASDAQ:TSLA) are being given the go ahead to make ventilators and other metal products, FAST! Go for it auto execs, lets see how good you are?"" President Trump tweeted, after invoking the Defense Production Act last week.
Carmakers have already shuttered their operations, but the statement suggests they could be back at work to help the country with a potential health crisis.
While it could be difficult to retool an auto assembly line, the companies have 3D printers for components, ""clean rooms"" in some plants that could meet FDA standards and Tyvek suits used in paint shops that could be re-purposed.
Now read: Tesla's Liquidity Is Largely Illusory »",error
"Sun, Mar. 22",Musk discusses ventilators with Medtronic,https://seekingalpha.com/news/3554033-musk-discusses-ventilators-medtronic?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:168,"""Just had a long engineering discussion with Medtronic (NYSE:MDT) about state-of-the-art ventilators. Very impressive team!"" Tesla (NASDAQ:TSLA) CEO Elon Musk tweeted on Saturday.
Last week, Musk said he would produce ventilators if there was a shortage, joining GM and Ford in an effort that would echo Detroit's contribution to Allied forces during WWII.
NYC Mayor Bill de Blasio subsequently took up Musk on the offer, saying he will need thousands for the city over the next few weeks.
Now read: Dividend Champion And Contender Highlights: Week Of March 22 »",error
"Sat, Mar. 21",Panasonic pulls the plug at the Gigafactory for two weeks,https://seekingalpha.com/news/3553999-panasonic-pulls-plug-gigafactory-for-two-weeks?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:169,"Panasonic Corporation (OTCPK:PCRFY) says it will temporarily suspend production at the Nevada site of its battery joint venture with Tesla (NASDAQ:TSLA) due to the global pandemic.
The Japanese company will scale down operations at the Gigafactory early next week before closing it for 14 days.
In its last update, Tesla said its operations at the Nevada battery plant would continue, while it would suspend production at its Fremont plant.
Now read: Last Week I Got Slammed Telling You Not To Sell, Sell Now: Here's What To Do »",error
"Fri, Mar. 20",Auto sector gains even as plants go dark,https://seekingalpha.com/news/3553850-auto-sector-gains-even-plants-go-dark?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:170,"Investors are returning lightly to the auto sector after President Trump indicates the government will be ""taking care"" of the industry the forecasts out of China that auto sales will bounce off their dismal levels in January and February. The China Passenger Car Association forecasts sales will be down 10% this year, a mark that surprised some.
Auto manufacturers Tesla (TSLA +6.5%), Nio (NIO +4.2%), Kandi Technologies (KNDI +6%), Tata Motors (TTM +3.1%), Fiat Chrysler Automobiles (FCAU +0.8%), Ferrari (RACE +2.9%), General Motors (GM +2.7%) and Toyota (TM +1.8%) are notably higher. In Frankfurt trading, BMW (OTCPK:BMWYY) and Volkswagen (OTCPK:VWAGY) both rose 7% and Daimler (OTCPK:DDAIF) gained 3%.
Auto suppliers making strong moves include Aptiv (APTV +14.6%), Westport Fuel Systems (WPRT +10.5%), American Axle & Manufacturing (AXL +7.4%), Dana (DAN +2.4%), Lear (LEA +9.4%), Delphi Technologies (DLPH +5.6%), Adient (ADNT +3.9%), Visteon (VC +3.2%) and Autoliv (ALV +2.5%).
Analysts covering the auto sector expect some pent-up demand to boost second-half sales, but also warn on the global economy and the consequence of the coronavirus continuing to crop up.
See all stocks on the move »",error
"Thu, Mar. 19",Tesla suspends production in California,https://seekingalpha.com/news/3553565-tesla-suspends-production-in-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:171,"Tesla (NASDAQ:TSLA) says it has decided to temporarily suspend production at its factory in Fremont after March 23. Basic operations will continue in order to support the company's vehicle and energy service operations and charging infrastructure, as directed by the local, state and federal authorities.
Tesla's factory in New York will also temporarily suspend production, except for those parts and supplies necessary for service, infrastructure and critical supply chains.
The Gigafactory in Nevada will continue to run.
On the financial front, Tesla reminds that its cash position at the end of Q4 was $6.3B before the recent $2.3B capital raise. ""We believe this level of liquidity is sufficient to successfully navigate an extended period of uncertainty. At the end of Q4 2019, we had available credit lines worth approximately $3B including working capital lines for all regions as well as financing for the expansion of our Shanghai factory,"" notes the company.
TSLA -2.96% after hours to $415.005
Source: Press Release
See all stocks on the move »",error
"Thu, Mar. 19",NTSB cites Teslas Autopilot in fatal Model 3 crash,https://seekingalpha.com/news/3553481-ntsb-cites-teslas-autopilot-in-fatal-model-3-crash?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:172,"The National Transportation Board partially faulted a driver's overreliance on Tesla's (TSLA +23.2%) Autopilot for a fatal crash in 2019 of a Model 3 in Delray Beach, Florida.
A truck driver's failure to yield and a Tesla driver's overreliance on the Autopilot driving system were cited by the agency as the likely cause for the crash, per Bloomberg.
""The Delray Beach investigation marks the third, fatal, vehicle crash we have investigated where a driver’s overreliance on Tesla’s ‘Autopilot’ and the operational design of Tesla’s ‘Autopilot’ have led to tragic consequences,"" stated NTSB Chairman Robert Sumwalt.
See all stocks on the move »",error
"Thu, Mar. 19",Tesla rallies with the lights still on in Fremont,https://seekingalpha.com/news/3553418-tesla-rallies-lights-still-on-in-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:173,"Tesla (NASDAQ:TSLA) is back over $400 after racking up a morning gain of 13.05%.
The EV automaker has essential employees reporting to work today at its Bay Area locations if they are feeling well. It's still unclear if any cars are being produced amid the shelter at home order from the county. Tesla is in the same position as the rest of the corporate world in not knowing with any certainty how long the partial/full shutdown will last.
Earlier today, Morgan Stanley lowered its price target on Tesla to $460 from $480 and dropped its 2020 deliveries forecast on TSLA to 420K, although it kept a constructive long-term view.
MS analyst Adam Jonas: ""The business opportunity has not fundamentally changed, and the current bull-bear skew is consistent with an Equal-weight rating. Tesla is the undisputed global market leader in battery electric vehicles today in terms of both technology and scale. With regards to the longer-term EV market opportunity and strategic position of Tesla, we believe little has changed in our minds and in our long-term forecasts. This is important. EV sales growth trajectory should be rapid and exponential.""
See all stocks on the move »",error
"Thu, Mar. 19",Wedbush expects rough road for Tesla in near term,https://seekingalpha.com/news/3553260-wedbush-expects-rough-road-for-tesla-in-near-term?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:174,"Wedbush Securities lowers its price target on Tesla (NASDAQ:TSLA) to $425 from $710 to reflect the new reality that the auto industry will face over the coming months ahead.
""While there is potentially some minimum level of activity around producing Model 3s over the coming months, most importantly the global demand environment has changed dramatically in a matter of weeks for Tesla (and every other company) globally. In the US and Europe with consumers in a virtual lockdown facing a once in a century-like outbreak focusing on their health, food, and flattening the curve, buying a new Model 3 and other auto purchases is very low on the priority list,"" notes analyst Dan Ives.
Ives says the current environment is not a longer-term defining trend, but warns Tesla's ability to hit its original +500K delivery targets for 2020 is a virtual impossibility.
The average sell-side PT on Tesla is up at $552.87.
Shares of Tesla are up 3.81% premarket to $375.00. vs. a 52-week trading range of $176.99 to $968.99.
See all stocks on the move »",error
"Thu, Mar. 19",Tesla will make ventilators if theres a shortage,https://seekingalpha.com/news/3553213-tesla-will-make-ventilators-shortage?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:175,"""We will make ventilators if there is a shortage,"" tweeted Tesla (NASDAQ:TSLA) CEO Elon Musk, joining GM and Ford in an effort that would echo Detroit's contribution to Allied forces during WWII.
""Ventilators are not difficult, but cannot be produced instantly,"" he added. ""Which hospitals have these shortages you speak of right now?""
Musk has provided some helpful follow through in similar cases, like the donation of water filtration systems and funding to buy laptops for schools in Flint, Michigan.
Update: NYC Mayor Bill de Blasio takes Musk up on the offer. He tweets: ""Our country is facing a drastic shortage and we need ventilators ASAP - we will need thousands in this city over the next few weeks. We’re getting them as fast as we can but we could use your help! Were reaching out to you directly.""
Now read: Checking Under The Hood Of Income Investments »",error
"Wed, Mar. 18",Tesla keeping Fremont plant open with fraction of workers  Sheriff,https://seekingalpha.com/news/3553173-tesla-keeping-fremont-plant-open-fraction-of-workers-sheriff?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:176,"Tesla (NASDAQ:TSLA) has promised to slash its Fremont workforce, but plans to stay open, according to the Alameda County Sheriff's Office.
That's despite a previous order from the county that the plan was nonessential in an areawide lockdown. Six Bay Area counties are pursuing ""shelter in place"" policies, ordering residents to remain at home except for ""essential"" trips out.
The automaker will cut its workforce to about 2,500 from 10,000 following a directive that Tesla could maintain ""basic minimum operations."" But it's not clear whether that involves making cars.
Now read: Why Panic In The Real World Is A Good Thing »",error
"Wed, Mar. 18",Detroit automakers close US plants while Tesla holds out,https://seekingalpha.com/news/3553045-detroit-automakers-close-u-s-plants-while-tesla-holds-out?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:177,"General Motors (GM -22.4%), Ford (F -17.7%) and Fiat Chrysler Automobiles (FCAU -15.4%) plan to close all U.S. auto factories, sources tell local media. The move followed increased pressure from the UAW to send workers home.
Ford says its plant closings cover Canada and Mexico plants as well.
GM indicates plants will be closed until March 30.
What about Tesla (TSLA -17.5%)? The EV automaker has workers at its Fremont plant today despite the shelter-in-place order in Alameda County. Tesla officials says there is conflicting guidance from different levels of government on if the company is an essential business in the Bay Area.
See all stocks on the move »",error
"Wed, Mar. 18",Tesla 10 as Fremont production in question,https://seekingalpha.com/news/3552846-teslaminus-10-fremont-production-in-question?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:178,"Shares of Tesla (NASDAQ:TSLA) shoot lower as the company appears to be under county order to close its Fremont plant.
Tesla officials indicated that the company was exempt from the Bay area shelter in place order, but late yesterday that contention was contradicted by the Alameda County Sheriff.
The Verge says Tesla hasn't responded to multiple emails, texts, and phone calls about the state of its Fremont factory. Elon Musk's Twitter account is quiet on the topic.
At this point, it's unclear if Tesla is producing cars today in Fremont or not.
TSLA -9.77% premarket to $388.11.
See all stocks on the move »",error
"Tue, Mar. 17",Tesla plant not considered an essential Bay Area business,https://seekingalpha.com/news/3552754-tesla-plant-not-considered-essential-bay-area-business?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:179,"Authorities in Alameda County say that Tesla (NASDAQ:TSLA) is not an essential business as defined in the country's health order.  The Fremont factory can only maintain basic operations per a tweet from the sheriff's office.
Tesla's North American human resources chief stated earlier that the plant was exempt from San Francisco Bay Area orders for workers to stay home to prevent the spread of coronavirus.
The implications could be significant if the Bay Area shelter in place order stands for an extended period of time.
Shares of Tesla are down 5.22% AH.
Now read: Massive Tax Breaks In The U.K. Bring Both Opportunity And Risk For Tesla »",error
"Tue, Mar. 17",Tesla to stay running in Fremont,https://seekingalpha.com/news/3552415-tesla-to-stay-running-in-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:181,"Tesla (NASDAQ:TSLA) plans to operate its Fremont factory after the San Francisco Bay Area begins a three-week lockdown due to the coronavirus outbreak, according to Electrek.
The automaker's Fremont factory sits in Alameda county, which is one of the six covered by the shelter in place order. The order included a category for ""auto-supply"" in naming exemptions to the lockdown, although it's unclear if Tesla landed the exemption.
In a letter to employees, CEO Elon Musk stated that no Tesla employees have tested positive for coronavirus and his opinion remains that the harm from the coronavirus panic far exceeds that of the virus itself.
Shares of Tesla are up 1.14% premarket to $450.12.
See all stocks on the move »",error
"Tue, Mar. 17",Tesla delivers its first Model Y,https://seekingalpha.com/news/3552349-tesla-delivers-first-model-y?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:182,"""Model Y deliveries begin!"" Tesla (NASDAQ:TSLA) announced on Twitter, despite the coronavirus pandemic which has raised concerns about economic growth.
It marks a big win for the company, which has previously fallen short of self-imposed, start of delivery deadlines (Model Y's launch timeline was summer 2020).
Tesla has never disclosed deposits, or order book numbers, for the crossover SUV, unlike its Cybertruck and Model 3.
Now read: No, Tesla Is Not Years Ahead In Full-Self Driving »",error
"Tue, Mar. 17",RBC expects 20 decline in US vehicle sales amid coronavirus outbreak,https://seekingalpha.com/news/3552348-rbc-expects-20-decline-in-us-vehicle-sales-amid-coronavirus-outbreak?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:183,"RBC Capital Markets expects a 16% fall in global auto production as coronavirus outbreak is expected to lead to a 20% decline in U.S. auto sales to 13.5M vehicles.
As of now, China's auto retail sales demand is halved partially leading to a 16% fall in global auto production this year.
Automaker stocks are among the worst-hit stocks, with shares down about 30-40% in March.
Tesla (NASDAQ:TSLA) closed 40.2% lower in March, however, YTD shares are up 6.4%.
Ford (NYSE:F), Fiat Chrysler (NYSE:FCAU), and General Motors (NYSE:GM) plunged to 52-week low yesterday as U.S. markets reported the biggest drop since 1987.
Prior: Transports reeling after U.S. shutdowns
Now read: Tesla Should Raise Capital Again »",error
"Mon, Mar. 16",Bernstein still sees Tesla as overvalued,https://seekingalpha.com/news/3552165-bernstein-still-sees-tesla-overvalued?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:184,"Bernstein isn't buying the dip in Tesla (TSLA -15.4%).
""At current levels, Tesla stock remains high enough that it takes very aggressive assumptions on its future auto business to justify its valuation on a [discounted cash flow] basis,"" warns analyst Toni Sacconaghi.
""We see more near-term risk to estimates at Tesla than most other IT hardware or growth tech names, but believe shorting Tesla on this basis is more a market/Covid-19 call than a stock call,"" he adds.
Sacconaghi thinks the rest of Tesla's valuation is made up from ""optionality"" to initiatives around battery technology, trucking, self-driving and solar, which he sees as low probability bets.
See all stocks on the move »",error
