date,name,href,article,comments
"Mon, Mar. 23",Steep drop in US auto sales forecast for full year,https://seekingalpha.com/news/3554244-steep-drop-in-u-s-auto-sales-forecast-for-full-year?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:165,no_good,error
"Mon, Mar. 23",Automakers get green light for ventilators,https://seekingalpha.com/news/3554065-automakers-get-green-light-for-ventilators?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:166,no_good,error
"Sun, Mar. 22",Musk discusses ventilators with Medtronic,https://seekingalpha.com/news/3554033-musk-discusses-ventilators-medtronic?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:167,no_good,error
"Sat, Mar. 21",Panasonic pulls the plug at the Gigafactory for two weeks,https://seekingalpha.com/news/3553999-panasonic-pulls-plug-gigafactory-for-two-weeks?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:168,"Panasonic Corporation (OTCPK:PCRFY) says it will temporarily suspend production at the Nevada site of its battery joint venture with Tesla (NASDAQ:TSLA) due to the global pandemic.
The Japanese company will scale down operations at the Gigafactory early next week before closing it for 14 days.
In its last update, Tesla said its operations at the Nevada battery plant would continue, while it would suspend production at its Fremont plant.
Now read: Last Week I Got Slammed Telling You Not To Sell, Sell Now: Here's What To Do »",error
"Fri, Mar. 20",Auto sector gains even as plants go dark,https://seekingalpha.com/news/3553850-auto-sector-gains-even-plants-go-dark?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:169,"Investors are returning lightly to the auto sector after President Trump indicates the government will be ""taking care"" of the industry the forecasts out of China that auto sales will bounce off their dismal levels in January and February. The China Passenger Car Association forecasts sales will be down 10% this year, a mark that surprised some.
Auto manufacturers Tesla (TSLA +6.5%), Nio (NIO +4.2%), Kandi Technologies (KNDI +6%), Tata Motors (TTM +3.1%), Fiat Chrysler Automobiles (FCAU +0.8%), Ferrari (RACE +2.9%), General Motors (GM +2.7%) and Toyota (TM +1.8%) are notably higher. In Frankfurt trading, BMW (OTCPK:BMWYY) and Volkswagen (OTCPK:VWAGY) both rose 7% and Daimler (OTCPK:DDAIF) gained 3%.
Auto suppliers making strong moves include Aptiv (APTV +14.6%), Westport Fuel Systems (WPRT +10.5%), American Axle & Manufacturing (AXL +7.4%), Dana (DAN +2.4%), Lear (LEA +9.4%), Delphi Technologies (DLPH +5.6%), Adient (ADNT +3.9%), Visteon (VC +3.2%) and Autoliv (ALV +2.5%).
Analysts covering the auto sector expect some pent-up demand to boost second-half sales, but also warn on the global economy and the consequence of the coronavirus continuing to crop up.
See all stocks on the move »",error
"Thu, Mar. 19",Tesla suspends production in California,https://seekingalpha.com/news/3553565-tesla-suspends-production-in-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:170,no_good,error
"Thu, Mar. 19",NTSB cites Teslas Autopilot in fatal Model 3 crash,https://seekingalpha.com/news/3553481-ntsb-cites-teslas-autopilot-in-fatal-model-3-crash?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:171,no_good,error
"Thu, Mar. 19",Tesla rallies with the lights still on in Fremont,https://seekingalpha.com/news/3553418-tesla-rallies-lights-still-on-in-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:172,no_good,error
"Thu, Mar. 19",Wedbush expects rough road for Tesla in near term,https://seekingalpha.com/news/3553260-wedbush-expects-rough-road-for-tesla-in-near-term?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:173,no_good,error
"Thu, Mar. 19",Tesla will make ventilators if theres a shortage,https://seekingalpha.com/news/3553213-tesla-will-make-ventilators-shortage?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:174,no_good,error
"Wed, Mar. 18",Tesla keeping Fremont plant open with fraction of workers  Sheriff,https://seekingalpha.com/news/3553173-tesla-keeping-fremont-plant-open-fraction-of-workers-sheriff?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:175,no_good,error
"Wed, Mar. 18",Detroit automakers close US plants while Tesla holds out,https://seekingalpha.com/news/3553045-detroit-automakers-close-u-s-plants-while-tesla-holds-out?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:176,no_good,error
"Wed, Mar. 18",Tesla 10 as Fremont production in question,https://seekingalpha.com/news/3552846-teslaminus-10-fremont-production-in-question?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:177,no_good,error
"Tue, Mar. 17",Tesla plant not considered an essential Bay Area business,https://seekingalpha.com/news/3552754-tesla-plant-not-considered-essential-bay-area-business?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:178,no_good,error
"Tue, Mar. 17",Morgan Stanley stress tests auto,https://seekingalpha.com/news/3552568-morgan-stanley-stress-tests-auto?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:Archived|line:179,no_good,error
"Tue, Mar. 17",Tesla to stay running in Fremont,https://seekingalpha.com/news/3552415-tesla-to-stay-running-in-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:180,no_good,error
"Tue, Mar. 17",Tesla delivers its first Model Y,https://seekingalpha.com/news/3552349-tesla-delivers-first-model-y?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:181,no_good,error
"Tue, Mar. 17",RBC expects 20 decline in US vehicle sales amid coronavirus outbreak,https://seekingalpha.com/news/3552348-rbc-expects-20-decline-in-us-vehicle-sales-amid-coronavirus-outbreak?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:182,"RBC Capital Markets expects a 16% fall in global auto production as coronavirus outbreak is expected to lead to a 20% decline in U.S. auto sales to 13.5M vehicles.
As of now, China's auto retail sales demand is halved partially leading to a 16% fall in global auto production this year.
Automaker stocks are among the worst-hit stocks, with shares down about 30-40% in March.
Tesla (NASDAQ:TSLA) closed 40.2% lower in March, however, YTD shares are up 6.4%.
Ford (NYSE:F), Fiat Chrysler (NYSE:FCAU), and General Motors (NYSE:GM) plunged to 52-week low yesterday as U.S. markets reported the biggest drop since 1987.
Prior: Transports reeling after U.S. shutdowns
Now read: Tesla Should Raise Capital Again »",error
"Mon, Mar. 16",Bernstein still sees Tesla as overvalued,https://seekingalpha.com/news/3552165-bernstein-still-sees-tesla-overvalued?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:183,no_good,error
"Mon, Mar. 16",Transports reeling after US shutdowns,https://seekingalpha.com/news/3552061-transports-reeling-after-u-s-shutdowns?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:184,"The Dow Jones Transportation Index is down 11% as a flood of store, restaurant and event closings send shockwaves. Investors are worried that the U.S. could on the same trajectory as Europe with the coronavirus outbreak as opposed to the approaches and results in South Korea (massive testing) and China (massive containment) where business activity is better off.
Analysts are staying on the sidelines at the moment with the sector, not yet calling out attractive entry points for long-term investors. The focus in the weeks ahead could be on balance sheets as the investing recommendations are doled out.
Trucking: Daseke (NASDAQ:DSKE) -19%, YRC Worldwide (NASDAQ:YRCW) -16%, ArcBest (NASDAQ:ARCB) -15%, U.S. Xpress Enterprises (NYSE:USX) -12%.
Airlines: United Airlines (NASDAQ:UAL) -21%, Delta Air Lines (NYSE:DAL) -17%, Hawaiian Holdings (NASDAQ:HA) -16%, Alaska Air Group (NYSE:ALK) -15%, American Airlines (NASDAQ:AAL) -14%, Allegiant Travel (NASDAQ:ALGT) -14% and JetBlue (NASDAQ:JBLU) -13%.
Auto: Fiat Chrysler Automobiles (NYSE:FCAU) -22%, Tesla (NASDAQ:TSLA) -15%, General Motors (NYSE:GM) -13%, Ford (NYSE:F) -9%.
Freight/logistics: XPO Logistics (NYSE:XPO) -13%, FedEx (NYSE:FDX) -12%, Radiant Logistics (NYSEMKT:RLGT) -11%.
Railroads: L.B Foster (NASDAQ:FSTR) -19%, CSX (NASDAQ:CSX) -15%, Greenbrier (NYSE:GBX) -12%, Union Pacific (NYSE:UNP) -12%, Canadian National Railway (NYSE:CNI) -11%, Kansas City Southern (NYSE:KSU) -9.7%.
See all stocks on the move »",error
"Mon, Mar. 16",Tesla falls sharply as US coronavirus anxiety ramps up,https://seekingalpha.com/news/3551923-tesla-falls-sharply-u-s-coronavirus-anxiety-ramps-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:185,no_good,error
"Fri, Mar. 13",US auto set to zoom higher,https://seekingalpha.com/news/3551532-u-s-auto-set-to-zoom-higher?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:186,no_good,error
"Thu, Mar. 12",Tesla posts doubledigit drop,https://seekingalpha.com/news/3551195-tesla-posts-double-digit-drop?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:187,no_good,error
"Thu, Mar. 12",Auto stocks slammed in early trading,https://seekingalpha.com/news/3550966-auto-stocks-slammed-in-early-trading?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:188,no_good,error
"Tue, Mar. 10",Tesla looks to build Cybertruck in central US,https://seekingalpha.com/news/3550396-tesla-looks-to-build-cybertruck-in-central-u-s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:189,no_good,error
"Tue, Mar. 10",Tesla said to lose key Model 3 exec,https://seekingalpha.com/news/3550346-tesla-said-to-lose-key-model-3-exec?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:190,no_good,error
"Tue, Mar. 10",Cheap gas not seen disrupting EV transformation,https://seekingalpha.com/news/3550169-cheap-gas-not-seen-disrupting-ev-transformation?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:191,no_good,error
"Tue, Mar. 10",Tesla makes one millionth car,https://seekingalpha.com/news/3550070-tesla-makes-one-millionth-car?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:192,no_good,error
"Tue, Mar. 10",Tesla plans to hike Shanghai factorys car parts production  Reuters,https://seekingalpha.com/news/3550011-tesla-plans-to-hike-shanghai-factorys-car-parts-production-reuters?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:193,no_good,error
"Mon, Mar. 09",The auto sector spins out,https://seekingalpha.com/news/3549836-auto-sector-spins-out?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:194,no_good,error
"Mon, Mar. 09",Tesla 11 as investors take risk off the table,https://seekingalpha.com/news/3549647-teslaminus-11-investors-take-risk-off-table?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:195,no_good,error
"Mon, Mar. 09",Top investor says Tesla is better run after shakeup,https://seekingalpha.com/news/3549598-top-investor-says-tesla-is-better-run-after-shakeup?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:196,no_good,error
"Fri, Mar. 06",Tesla gets green light in China for longerrange Model 3,https://seekingalpha.com/news/3549331-tesla-gets-green-light-in-china-for-longer-range-model-3?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:197,no_good,error
"Wed, Mar. 04",Wedbush sees GM as serious player in EVs,https://seekingalpha.com/news/3548831-wedbush-sees-gm-serious-player-in-evs?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:198,no_good,error
"Wed, Mar. 04",GM is Morgan Stanleys top pick in auto,https://seekingalpha.com/news/3548597-gm-is-morgan-stanleys-top-pick-in-auto?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:199,no_good,error
"Tue, Mar. 03",Tesla 7 after landing JMP Securities upgrade,https://seekingalpha.com/news/3547925-teslaplus-7-after-landing-jmp-securities-upgrade?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:200,no_good,error
"Sat, Feb. 29",Cybertruck passes early test with construction pros,https://seekingalpha.com/news/3547239-cybertruck-passes-early-test-construction-pros?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:201,no_good,error
"Fri, Feb. 28",Consumer favorites have a week to forget,https://seekingalpha.com/news/3547011-consumer-favorites-week-to-forget?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:202,no_good,error
"Thu, Feb. 27",Tesla continues to slide,https://seekingalpha.com/news/3546575-tesla-continues-to-slide?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:203,no_good,error
"Wed, Feb. 26",Tesla Panasonic end solar deal in New York,https://seekingalpha.com/news/3545649-tesla-panasonic-end-solar-deal-in-new-york?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:204,no_good,error
"Tue, Feb. 25",Tesla slammed at NTSB hearing,https://seekingalpha.com/news/3545422-tesla-slammed-ntsb-hearing?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:205,no_good,error
"Mon, Feb. 24",Tesla 7 as coronavirus cases climb,https://seekingalpha.com/news/3544788-teslaminus-7-coronavirus-cases-climb?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:206,no_good,error
"Fri, Feb. 21",China auto deliveries come to a standstill,https://seekingalpha.com/news/3544455-china-auto-deliveries-come-to-standstill?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:207,no_good,error
"Fri, Feb. 21",Clearing operations resume at Giga Berlin,https://seekingalpha.com/news/3544334-clearing-operations-resume-giga-berlin?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:208,no_good,error
"Thu, Feb. 20",Consumer highflyers hit a midday tripwire,https://seekingalpha.com/news/3544025-consumer-high-flyers-hit-mid-day-tripwire?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:209,no_good,error
"Wed, Feb. 19",Tesla rally powers up again,https://seekingalpha.com/news/3543215-tesla-rally-powers-up-again?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:210,no_good,error
"Tue, Feb. 18",Tesla rally keeps analysts scrambling,https://seekingalpha.com/news/3542709-tesla-rally-keeps-analysts-scrambling?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:211,"Morgan Stanley raised its base case price target on Tesla (NASDAQ:TSLA) to $500 from $360 and the bull case target to $1,200 from $650.
""We believe investors should expect a very challenging 1Q, with our bull case moving to expansionary mode on battery capacity. We raise our target to $500 from $360 & recast our bull case to $1,200, which is based on aggressive unit volume outcomes that may push the limits of both demand and capacity to supply,"" advises analyst Adam Jonas. The EV stock is kept at Underperform based off the downside suggested by the $500 PT.
Meanwhile, Bernstein hikes its price target to $730 from $325, while keeping a Market Perform rating in place. ""Investors feel much better about Tesla's ability to be sustainably profitable; Model 3 demand remains healthy; GMs and op ex are both poised to materially improve; competition is sputtering; and product and production pipelines are robust,"" observes the analyst team.
In a bit of a surprise, the Quant Rating, average Seeking Alpha Authors rating and average sell-side rating on Tesla are all parked in Neutral.
Shares of Tesla are up 5.05% on the day as Apple's lowered guidance due to the coronavirus impact hasn't knocked the rally off track. Tesla is up more than 99% YTD.
See all stocks on the move »",error
"Tue, Feb. 18",Renaissance Technologies rides Tesla rally,https://seekingalpha.com/news/3542656-renaissance-technologies-rides-tesla-rally?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:212,no_good,error
"Tue, Feb. 18",Tesla looks at cobaltfree batteries,https://seekingalpha.com/news/3542534-tesla-looks-cobalt-free-batteries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:213,no_good,error
"Mon, Feb. 17",Court halts forest clearance for Giga Berlin,https://seekingalpha.com/news/3542449-court-halts-forest-clearance-for-giga-berlin?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:214,no_good,error
"Sat, Feb. 15",Loup Ventures sees Tesla in the EV pole position,https://seekingalpha.com/news/3542427-loup-ventures-sees-tesla-in-ev-pole-position?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:215,no_good,error
"Fri, Feb. 14",Tesla acknowledges health epidemics as risk in filing,https://seekingalpha.com/news/3542088-tesla-acknowledges-health-epidemics-risk-in-filing?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:216,no_good,error
"Thu, Feb. 13",Tesla pricing $2B offering at $767share  Bloomberg,https://seekingalpha.com/news/3542082-tesla-pricing-2b-offering-767-share-bloomberg?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:217,no_good,error
"Thu, Feb. 13",Teslas capital raise called a smart move,https://seekingalpha.com/news/3541771-teslas-capital-raise-called-smart-move?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:218,no_good,error
"Thu, Feb. 13",Tesla discloses new subpoena,https://seekingalpha.com/news/3541727-tesla-discloses-new-subpoena?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:219,no_good,error
"Thu, Feb. 13",Tesla hits the capital raise button,https://seekingalpha.com/news/3541673-tesla-hits-capital-raise-button?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:220,no_good,error
"Wed, Feb. 12",Tesla recalls 15K Model X SUVs over power steering issue,https://seekingalpha.com/news/3541466-tesla-recalls-15k-model-x-suvs-over-power-steering-issue?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:221,no_good,error
"Tue, Feb. 11",Tesla crashes placed on NTSB docket,https://seekingalpha.com/news/3540567-tesla-crashes-placed-on-ntsb-docket?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:222,no_good,error
"Mon, Feb. 10",Tesla 7 as Shanghai workers roll in,https://seekingalpha.com/news/3539988-teslaplus-7-shanghai-workers-roll-in?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:223,no_good,error
"Mon, Feb. 10",Automakers look to restart production in China,https://seekingalpha.com/news/3539914-automakers-look-to-restart-production-in-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:224,no_good,error
"Sun, Feb. 09",Giga Berlin eligible for state subsidies,https://seekingalpha.com/news/3539874-giga-berlin-eligible-for-state-subsidies?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:225,no_good,error
"Sat, Feb. 08",Tesla aims for restart in Shanghai next week,https://seekingalpha.com/news/3539869-tesla-aims-for-restart-in-shanghai-next-week?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:226,no_good,error
"Thu, Feb. 06",Tesla continues slide as China slowdown factors in,https://seekingalpha.com/news/3539201-tesla-continues-slide-china-slowdown-factors-in?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:227,no_good,error
"Wed, Feb. 05",Tesla 18 as selling picks up,https://seekingalpha.com/news/3538711-teslaminus-18-selling-picks-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:228,no_good,error
"Wed, Feb. 05",Tesla tumbling after confirming China deliveries delay,https://seekingalpha.com/news/3538550-tesla-tumbling-after-confirming-china-deliveries-delay?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:229,no_good,error
"Wed, Feb. 05",Canaccord downgrades Tesla after sizzling rally,https://seekingalpha.com/news/3538447-canaccord-downgrades-tesla-after-sizzling-rally?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:230,no_good,error
"Wed, Feb. 05",Musk asks Twitter about Giga Texas,https://seekingalpha.com/news/3538383-musk-asks-twitter-giga-texas?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:231,no_good,error
"Tue, Feb. 04",Tesla rally takes a breather into the close,https://seekingalpha.com/news/3538182-tesla-rally-takes-breather-close?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:232,no_good,error
"Tue, Feb. 04",Tesla goes parabolic Citron says even Musk might short here,https://seekingalpha.com/news/3538069-tesla-goes-parabolic-citron-says-even-musk-might-short?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:233,no_good,error
"Tue, Feb. 04",Tesla makes a run at $900,https://seekingalpha.com/news/3537857-tesla-makes-run-900?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:234,no_good,error
"Tue, Feb. 04",Tesla tops $800 on boost from Panasonic JV,https://seekingalpha.com/news/3537767-tesla-tops-800-on-boost-from-panasonic-jv?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:235,no_good,error
"Mon, Feb. 03",Tesla soars on China growth conviction,https://seekingalpha.com/news/3537478-tesla-soars-on-china-growth-conviction?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:236,no_good,error
"Mon, Feb. 03",Tesla burns rubber again,https://seekingalpha.com/news/3537357-tesla-burns-rubber-again?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:237,no_good,error
"Mon, Feb. 03",CATL confirms Tesla supply deal,https://seekingalpha.com/news/3537204-catl-confirms-tesla-supply-deal?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:238,no_good,error
"Thu, Jan. 30",Tesla 8 as analysts try to keep up,https://seekingalpha.com/news/3536358-teslaplus-8-analysts-try-to-keep-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:239,no_good,error
"Wed, Jan. 29",Tesla promises quick ramp for Model Y as shares surge,https://seekingalpha.com/news/3536125-tesla-promises-quick-ramp-for-model-y-shares-surge?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:240,no_good,error
"Wed, Jan. 29",Wedbush sees Tesla cruising to 1M deliveries,https://seekingalpha.com/news/3536112-wedbush-sees-tesla-cruising-to-1m-deliveries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:241,no_good,error
"Wed, Jan. 29",Tesla blasts through $600 after big earnings beat,https://seekingalpha.com/news/3536031-tesla-blasts-through-600-after-big-earnings-beat?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:242,no_good,error
"Wed, Jan. 29",Tesla EPS beats by $038 beats on revenue,https://seekingalpha.com/news/3536015-tesla-eps-beats-0_38-beats-on-revenue?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:243,no_good,error
"Wed, Jan. 29",WWII bombs defused at Teslas German site,https://seekingalpha.com/news/3535525-wwii-bombs-defused-teslas-german-site?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:244,no_good,error
"Tue, Jan. 28",Tesla Q4 2019 Earnings Preview,https://seekingalpha.com/news/3535329-tesla-q4-2019-earnings-preview?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:245,no_good,error
"Tue, Jan. 28",What to watch in Teslas Q4 report,https://seekingalpha.com/news/3535186-what-to-watch-in-teslas-q4-report?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:246,no_good,error
"Mon, Jan. 27",China anxiety dents auto sector,https://seekingalpha.com/news/3534722-china-anxiety-dents-auto-sector?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:247,no_good,error
"Sun, Jan. 26",Rivian looks to crash EV party,https://seekingalpha.com/news/3534529-rivian-looks-to-crash-ev-party?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:248,no_good,error
"Fri, Jan. 24",US Senator takes dig at Teslas Autopilot,https://seekingalpha.com/news/3534409-u-s-senator-takes-dig-teslas-autopilot?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:249,no_good,error
"Thu, Jan. 23",UBS note on Tesla scratches heads,https://seekingalpha.com/news/3533802-ubs-note-on-tesla-scratches-heads?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:250,no_good,error
"Wed, Jan. 22",Tesla faces new suit over acceleration,https://seekingalpha.com/news/3533755-tesla-faces-new-suit-over-acceleration?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:251,no_good,error
"Wed, Jan. 22",Wedbush confident on Tesla ahead of earnings,https://seekingalpha.com/news/3533385-wedbush-confident-on-tesla-ahead-of-earnings?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:252,no_good,error
"Wed, Jan. 22",Tesla joins $100B club tops Volkswagen,https://seekingalpha.com/news/3533359-tesla-joins-100b-club-tops-volkswagen?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:253,no_good,error
"Tue, Jan. 21",Tesla breaks through in Michigan,https://seekingalpha.com/news/3533225-tesla-breaks-through-in-michigan?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:254,no_good,error
"Tue, Jan. 21",Analysts upshift and downshift on Tesla,https://seekingalpha.com/news/3533032-analysts-upshift-and-downshift-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:255,no_good,error
"Tue, Jan. 21",Tesla blasts US safety recall petition,https://seekingalpha.com/news/3532935-tesla-blasts-u-s-safety-recall-petition?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:256,no_good,error
"Sun, Jan. 19",Tesla secures land for European factory,https://seekingalpha.com/news/3532863-tesla-secures-land-for-european-factory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:257,no_good,error
"Fri, Jan. 17",Tesla unintended acceleration complaints to come under NHTSA scrutiny,https://seekingalpha.com/news/3532791-tesla-unintended-acceleration-complaints-to-come-under-nhtsa-scrutiny?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:258,no_good,error
"Thu, Jan. 16",Tesla cools off after Morgan Stanley turns bearish,https://seekingalpha.com/news/3532301-tesla-cools-off-after-morgan-stanley-turns-bearish?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:259,no_good,error
"Thu, Jan. 16",New Tesla registrations nearly halve in California,https://seekingalpha.com/news/3532259-new-tesla-registrations-nearly-halve-in-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:260,no_good,error
"Wed, Jan. 15",Tesla looks to Glencore for cobalt,https://seekingalpha.com/news/3532044-tesla-looks-to-glencore-for-cobalt?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:261,no_good,error
